gid,__gid,region,line_name,voltage,capacity_mw,current_load_mw,length_km,no_of_ckt,condu_type,bundl_type,ntr_line,owner,status,ckt_comm_y,impl_mode,nip_id,opgw,fbr_comm_y,opgw_ckt,owner_opgw,t_fbr_opgw,fbr_pwr_ap,fbr_tel_se,sy_ps_loca,symbology,source_gid,selection_basis,inside_study_area_length_km_calculated,source_geometry_length_km_calculated,geometry_wkt
10831,20831,NR,Mock Najafgarh - Rohini 400 kV S/C Line 0831,400 kV,800,400.8,19.231,1,ACSR Moose,Twin Moose,ISTS,Mock Inter-State Grid Delhi,Commissioned,2022,RTM,MOCK-NIP-00831,Yes,2022,1.0,Mock Inter-State Grid Delhi,18.0,6.0,18.0,"Mock coordinates: Najafgarh (28.61000N, 76.98000E) to Rohini (28.74000N, 77.11000E)",400 kV (Commissioned),10831,Synthetic geometry constrained to approximate Delhi NCT study area,19.231,19.231,"LINESTRING (76.980000 28.610000, 77.047565 28.678424, 77.110000 28.740000)"
10832,20832,NR,Mock Ridge - Sarita Vihar 220 kV D/C Line 0832,220 kV,1000,637.6,21.005,2,ACSR Zebra,Single,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2022,TBCB,MOCK-NIP-00832,No,2022,,,,,,"Mock coordinates: Ridge (28.68000N, 77.17000E) to Sarita Vihar (28.53000N, 77.30000E)",220 kV (Commissioned),10832,Synthetic geometry constrained to approximate Delhi NCT study area,21.005,21.005,"LINESTRING (77.170000 28.680000, 77.233062 28.596965, 77.300000 28.530000)"
10833,20833,NR,Mock Dwarka - Ridge 220 kV D/C Line 0833,220 kV,750,0.0,17.089,2,AAAC,Twin,Intra-State,Mock South Delhi Transmission Co.,Under Bidding,March 2028,RTM,MOCK-NIP-00833,Yes,March 2028,2.0,Mock South Delhi Transmission Co.,36.0,4.0,12.0,"Mock coordinates: Dwarka (28.59000N, 77.03000E) to Ridge (28.68000N, 77.17000E)",220 kV (Under Bidding),10833,Synthetic geometry constrained to approximate Delhi NCT study area,17.089,17.089,"LINESTRING (77.030000 28.590000, 77.097719 28.646254, 77.170000 28.680000)"
10834,20834,NR,Mock Okhla - Badarpur 400 kV S/C Line 0834,400 kV,1000,0.0,4.691,1,ACSR Zebra,Twin Moose,ISTS,Mock Delhi Transmission Utility,Under Construction,June 2029,TBCB,MOCK-NIP-00834,No,June 2029,,,,,,"Mock coordinates: Okhla (28.53000N, 77.28000E) to Badarpur (28.50000N, 77.30000E)",400 kV (Under Construction),10834,Synthetic geometry constrained to approximate Delhi NCT study area,4.691,4.691,"LINESTRING (77.280000 28.530000, 77.279075 28.523317, 77.286584 28.507463, 77.294941 28.496903, 77.300000 28.500000)"
10835,20835,NR,Mock Narela - Punjabi Bagh 220 kV D/C Line 0835,220 kV,950,582.8,20.398,2,ACSR Zebra,Twin,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2021,TBCB,MOCK-NIP-00835,No,2021,,,,,,"Mock coordinates: Narela (28.85000N, 77.09000E) to Punjabi Bagh (28.67000N, 77.13000E)",220 kV (Commissioned),10835,Synthetic geometry constrained to approximate Delhi NCT study area,20.398,20.398,"LINESTRING (77.090000 28.850000, 77.107707 28.758360, 77.130000 28.670000)"
10836,20836,NR,Mock Bawana - Shahdara 220 kV D/C Line 0836,220 kV,850,512.1,27.553,2,ACSR Zebra,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2024,RTM,MOCK-NIP-00836,No,2024,,,,,,"Mock coordinates: Bawana (28.80000N, 77.05000E) to Shahdara (28.67000N, 77.29000E)",220 kV (Commissioned),10836,Synthetic geometry constrained to approximate Delhi NCT study area,27.553,27.553,"LINESTRING (77.050000 28.800000, 77.095284 28.775096, 77.165125 28.742821, 77.248637 28.690088, 77.290000 28.670000)"
10837,20837,NR,Mock Vasant Kunj - Bamnoli 765 kV S/C Line 0837,765 kV,2450,1037.9,15.897,1,AL 59 Zebra,Quad,ISTS,Mock Powergrid Delhi,Commissioned,2019,TBCB,MOCK-NIP-00837,No,2019,,,,,,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Bamnoli (28.53000N, 77.00000E)",765 kV (Commissioned),10837,Synthetic geometry constrained to approximate Delhi NCT study area,15.897,15.897,"LINESTRING (77.160000 28.540000, 77.126884 28.537290, 77.080738 28.526954, 77.031670 28.534380, 77.000000 28.530000)"
10838,20838,NR,Mock Wazirabad - Vasant Kunj 400 kV S/C Line 0838,400 kV,750,0.0,19.198,1,AL 59 Zebra,Twin Moose,ISTS,Mock Inter-State Grid Delhi,Under Bidding,January 2029,RTM,MOCK-NIP-00838,No,January 2029,,,,,,"Mock coordinates: Wazirabad (28.71000N, 77.18000E) to Vasant Kunj (28.54000N, 77.16000E)",400 kV (Under Bidding),10838,Synthetic geometry constrained to approximate Delhi NCT study area,19.198,19.198,"LINESTRING (77.180000 28.710000, 77.180048 28.680007, 77.181422 28.615362, 77.170176 28.562209, 77.160000 28.540000)"
10839,20839,NR,Mock Najafgarh - Bawana 220 kV S/C Line 0839,220 kV,500,0.0,22.251,1,ACSR Zebra,Single,Intra-State,Mock Delhi Transmission Utility,Under Construction,June 2025,RTM,MOCK-NIP-00839,Yes,June 2025,1.0,Mock Delhi Transmission Utility,36.0,8.0,24.0,"Mock coordinates: Najafgarh (28.61000N, 76.98000E) to Bawana (28.80000N, 77.05000E)",220 kV (Under Construction),10839,Synthetic geometry constrained to approximate Delhi NCT study area,22.251,22.251,"LINESTRING (76.980000 28.610000, 76.993168 28.645295, 77.013886 28.715396, 77.040758 28.769938, 77.050000 28.800000)"
10840,20840,NR,Mock Sarita Vihar - Mayur Vihar 765 kV D/C Line 0840,765 kV,5250,0.0,8.9,2,AL 59 Zebra,Hexa,ISTS,Mock Powergrid Delhi,Under Bidding,September 2029,TBCB,MOCK-NIP-00840,No,September 2029,,,,,,"Mock coordinates: Sarita Vihar (28.53000N, 77.30000E) to Mayur Vihar (28.61000N, 77.30000E)",765 kV (Under Bidding),10840,Synthetic geometry constrained to approximate Delhi NCT study area,8.9,8.9,"LINESTRING (77.300000 28.530000, 77.301493 28.567117, 77.300000 28.610000)"
10841,20841,NR,Mock Bawana - Mundka 220 kV D/C Line 0841,220 kV,650,370.0,15.561,2,ACSR Zebra,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2021,TBCB,MOCK-NIP-00841,Yes,2021,2.0,Mock North Delhi Transmission Co.,36.0,4.0,18.0,"Mock coordinates: Bawana (28.80000N, 77.05000E) to Mundka (28.68000N, 76.98000E)",220 kV (Commissioned),10841,Synthetic geometry constrained to approximate Delhi NCT study area,15.561,15.561,"LINESTRING (77.050000 28.800000, 76.999643 28.754841, 76.980000 28.680000)"
10842,20842,NR,Mock Ridge - Mundka 220 kV D/C Line 0842,220 kV,650,365.4,18.607,2,ACSR Zebra,Twin,Intra-State,Mock Delhi Transmission Utility,Commissioned,2019,TBCB,MOCK-NIP-00842,Yes,2019,2.0,Mock Delhi Transmission Utility,24.0,6.0,12.0,"Mock coordinates: Ridge (28.68000N, 77.17000E) to Mundka (28.68000N, 76.98000E)",220 kV (Commissioned),10842,Synthetic geometry constrained to approximate Delhi NCT study area,18.607,18.607,"LINESTRING (77.170000 28.680000, 77.132825 28.674646, 77.080367 28.674059, 77.014397 28.677762, 76.980000 28.680000)"
10843,20843,NR,Mock Badarpur - Mayur Vihar 220 kV D/C Line 0843,220 kV,850,472.1,12.58,2,ACSR Zebra,Single,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2023,TBCB,MOCK-NIP-00843,Yes,2023,2.0,Mock South Delhi Transmission Co.,18.0,6.0,24.0,"Mock coordinates: Badarpur (28.50000N, 77.30000E) to Mayur Vihar (28.61000N, 77.30000E)",220 kV (Commissioned),10843,Synthetic geometry constrained to approximate Delhi NCT study area,12.58,12.58,"LINESTRING (77.300000 28.500000, 77.314738 28.566611, 77.300000 28.610000)"
10844,20844,NR,Mock Najafgarh - Bawana 220 kV S/C Line 0844,220 kV,500,210.9,22.565,1,ACSR Moose,Single,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2025,TBCB,MOCK-NIP-00844,Yes,2025,1.0,Mock South Delhi Transmission Co.,24.0,6.0,18.0,"Mock coordinates: Najafgarh (28.61000N, 76.98000E) to Bawana (28.80000N, 77.05000E)",220 kV (Commissioned),10844,Synthetic geometry constrained to approximate Delhi NCT study area,22.565,22.565,"LINESTRING (76.980000 28.610000, 77.032716 28.694378, 77.050000 28.800000)"
10845,20845,NR,Mock Badarpur - Wazirabad 400 kV D/C Line 0845,400 kV,2050,0.0,26.212,2,ACSR Zebra,Twin Moose,ISTS,Mock Delhi Transmission Utility,Under Bidding,September 2027,RTM,MOCK-NIP-00845,No,September 2027,,,,,,"Mock coordinates: Badarpur (28.50000N, 77.30000E) to Wazirabad (28.71000N, 77.18000E)",400 kV (Under Bidding),10845,Synthetic geometry constrained to approximate Delhi NCT study area,26.212,26.212,"LINESTRING (77.300000 28.500000, 77.250844 28.607569, 77.180000 28.710000)"
10846,20846,NR,Mock Mahipalpur - Dwarka 765 kV S/C Line 0846,765 kV,2300,1547.1,10.96,1,ACSR / AAAC / AL59,Quad,Intra-State,Mock Inter-State Grid Delhi,Commissioned,2022,TBCB,MOCK-NIP-00846,No,2022,,,,,,"Mock coordinates: Mahipalpur (28.55000N, 77.13000E) to Dwarka (28.59000N, 77.03000E)",765 kV (Commissioned),10846,Synthetic geometry constrained to approximate Delhi NCT study area,10.96,10.96,"LINESTRING (77.130000 28.550000, 77.106599 28.560090, 77.067120 28.582450, 77.037495 28.584992, 77.030000 28.590000)"
10847,20847,NR,Mock Dwarka - Bawana 220 kV D/C Line 0847,220 kV,750,599.7,23.734,2,AAAC,Single,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2025,TBCB,MOCK-NIP-00847,No,2025,,,,,,"Mock coordinates: Dwarka (28.59000N, 77.03000E) to Bawana (28.80000N, 77.05000E)",220 kV (Commissioned),10847,Synthetic geometry constrained to approximate Delhi NCT study area,23.734,23.734,"LINESTRING (77.030000 28.590000, 77.042414 28.626660, 77.057677 28.684902, 77.049316 28.764697, 77.050000 28.800000)"
10848,20848,NR,Mock Mahipalpur - Shahdara 220 kV S/C Line 0848,220 kV,500,393.1,20.61,1,AAAC,Single,Intra-State,Mock Delhi Transmission Utility,Commissioned,2025,TBCB,MOCK-NIP-00848,No,2025,,,,,,"Mock coordinates: Mahipalpur (28.55000N, 77.13000E) to Shahdara (28.67000N, 77.29000E)",220 kV (Commissioned),10848,Synthetic geometry constrained to approximate Delhi NCT study area,20.61,20.61,"LINESTRING (77.130000 28.550000, 77.161841 28.571777, 77.214735 28.604796, 77.263898 28.644526, 77.290000 28.670000)"
10849,20849,NR,Mock Sarita Vihar - Wazirabad 220 kV S/C Line 0849,220 kV,250,105.0,23.283,1,ACSR Zebra,Twin,Intra-State,Mock Delhi Transmission Utility,Commissioned,2023,RTM,MOCK-NIP-00849,No,2023,,,,,,"Mock coordinates: Sarita Vihar (28.53000N, 77.30000E) to Wazirabad (28.71000N, 77.18000E)",220 kV (Commissioned),10849,Synthetic geometry constrained to approximate Delhi NCT study area,23.283,23.283,"LINESTRING (77.300000 28.530000, 77.256276 28.614010, 77.180000 28.710000)"
10850,20850,NR,Mock Shahdara - Lodhi Road 220 kV S/C Line 0850,220 kV,250,105.3,11.501,1,ACSR Moose,Twin,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2019,RTM,MOCK-NIP-00850,Yes,2019,1.0,Mock North Delhi Transmission Co.,24.0,4.0,18.0,"Mock coordinates: Shahdara (28.67000N, 77.29000E) to Lodhi Road (28.59000N, 77.22000E)",220 kV (Commissioned),10850,Synthetic geometry constrained to approximate Delhi NCT study area,11.501,11.501,"LINESTRING (77.290000 28.670000, 77.272682 28.654002, 77.252094 28.624936, 77.236374 28.597024, 77.220000 28.590000)"
10851,20851,NR,Mock Mayur Vihar - Badarpur 220 kV S/C Line 0851,220 kV,250,176.9,12.247,1,ACSR Zebra,Twin,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2019,TBCB,MOCK-NIP-00851,No,2019,,,,,,"Mock coordinates: Mayur Vihar (28.61000N, 77.30000E) to Badarpur (28.50000N, 77.30000E)",220 kV (Commissioned),10851,Synthetic geometry constrained to approximate Delhi NCT study area,12.247,12.247,"LINESTRING (77.300000 28.610000, 77.303183 28.552160, 77.300000 28.500000)"
10852,20852,NR,Mock Narela - Wazirabad 220 kV S/C Line 0852,220 kV,350,258.0,18.034,1,AAAC,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2019,TBCB,MOCK-NIP-00852,No,2019,,,,,,"Mock coordinates: Narela (28.85000N, 77.09000E) to Wazirabad (28.71000N, 77.18000E)",220 kV (Commissioned),10852,Synthetic geometry constrained to approximate Delhi NCT study area,18.034,18.034,"LINESTRING (77.090000 28.850000, 77.111899 28.829120, 77.136453 28.779779, 77.166534 28.740325, 77.180000 28.710000)"
10853,20853,NR,Mock Bawana - Wazirabad 220 kV S/C Line 0853,220 kV,450,0.0,16.304,1,AAAC,Single,Intra-State,Mock North Delhi Transmission Co.,Under Bidding,January 2029,RTM,MOCK-NIP-00853,Yes,January 2029,1.0,Mock North Delhi Transmission Co.,24.0,4.0,12.0,"Mock coordinates: Bawana (28.80000N, 77.05000E) to Wazirabad (28.71000N, 77.18000E)",220 kV (Under Bidding),10853,Synthetic geometry constrained to approximate Delhi NCT study area,16.304,16.304,"LINESTRING (77.050000 28.800000, 77.078695 28.788325, 77.129144 28.749904, 77.163573 28.727824, 77.180000 28.710000)"
10854,20854,NR,Mock Patparganj - Mayur Vihar 220 kV D/C Line 0854,220 kV,500,0.0,3.591,2,AAAC,Single,Intra-State,Mock South Delhi Transmission Co.,Under Construction,September 2026,TBCB,MOCK-NIP-00854,Yes,September 2026,2.0,Mock South Delhi Transmission Co.,36.0,6.0,24.0,"Mock coordinates: Patparganj (28.63000N, 77.29000E) to Mayur Vihar (28.61000N, 77.30000E)",220 kV (Under Construction),10854,Synthetic geometry constrained to approximate Delhi NCT study area,3.591,3.591,"LINESTRING (77.290000 28.630000, 77.307686 28.609722, 77.300000 28.610000)"
10855,20855,NR,Mock Vasant Kunj - Sarita Vihar 400 kV D/C Line 0855,400 kV,2300,0.0,13.894,2,ACSR Moose,Twin Moose,ISTS,Mock Delhi Transmission Utility,Under Construction,January 2025,RTM,MOCK-NIP-00855,No,January 2025,,,,,,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Sarita Vihar (28.53000N, 77.30000E)",400 kV (Under Construction),10855,Synthetic geometry constrained to approximate Delhi NCT study area,13.894,13.894,"LINESTRING (77.160000 28.540000, 77.235526 28.544439, 77.300000 28.530000)"
10856,20856,NR,Mock Wazirabad - Najafgarh 400 kV D/C Line 0856,400 kV,2250,1411.1,22.536,2,ACSR Zebra,Twin Moose,ISTS,Mock Inter-State Grid Delhi,Commissioned,2024,RTM,MOCK-NIP-00856,No,2024,,,,,,"Mock coordinates: Wazirabad (28.71000N, 77.18000E) to Najafgarh (28.61000N, 76.98000E)",400 kV (Commissioned),10856,Synthetic geometry constrained to approximate Delhi NCT study area,22.536,22.536,"LINESTRING (77.180000 28.710000, 77.134938 28.695208, 77.065876 28.658468, 77.012309 28.627915, 76.980000 28.610000)"
10857,20857,NR,Mock Rohini - Bawana 400 kV D/C Line 0857,400 kV,1550,869.2,8.96,2,ACSR Moose,Twin Moose,ISTS,Mock Inter-State Grid Delhi,Commissioned,2022,TBCB,MOCK-NIP-00857,No,2022,,,,,,"Mock coordinates: Rohini (28.74000N, 77.11000E) to Bawana (28.80000N, 77.05000E)",400 kV (Commissioned),10857,Synthetic geometry constrained to approximate Delhi NCT study area,8.96,8.96,"LINESTRING (77.110000 28.740000, 77.089834 28.754179, 77.063130 28.780592, 77.056495 28.791977, 77.050000 28.800000)"
10858,20858,NR,Mock Mayur Vihar - Okhla 220 kV S/C Line 0858,220 kV,500,0.0,9.734,1,ACSR Moose,Single,Intra-State,Mock South Delhi Transmission Co.,Under Construction,January 2025,TBCB,MOCK-NIP-00858,No,January 2025,,,,,,"Mock coordinates: Mayur Vihar (28.61000N, 77.30000E) to Okhla (28.53000N, 77.28000E)",220 kV (Under Construction),10858,Synthetic geometry constrained to approximate Delhi NCT study area,9.734,9.734,"LINESTRING (77.300000 28.610000, 77.293314 28.605519, 77.277334 28.581527, 77.283955 28.550684, 77.280000 28.530000)"
10859,20859,NR,Mock Mayur Vihar - Ridge 220 kV S/C Line 0859,220 kV,400,304.8,14.937,1,AAAC,Single,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2018,RTM,MOCK-NIP-00859,No,2018,,,,,,"Mock coordinates: Mayur Vihar (28.61000N, 77.30000E) to Ridge (28.68000N, 77.17000E)",220 kV (Commissioned),10859,Synthetic geometry constrained to approximate Delhi NCT study area,14.937,14.937,"LINESTRING (77.300000 28.610000, 77.279327 28.624165, 77.246676 28.645032, 77.199675 28.667821, 77.170000 28.680000)"
10860,20860,NR,Mock Vasant Kunj - Shahdara 220 kV D/C Line 0860,220 kV,500,0.0,19.46,2,ACSR Moose,Twin,Intra-State,Mock South Delhi Transmission Co.,Planned,June 2027,RTM,MOCK-NIP-00860,No,June 2027,,,,,,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Shahdara (28.67000N, 77.29000E)",220 kV (Planned),10860,Synthetic geometry constrained to approximate Delhi NCT study area,19.46,19.46,"LINESTRING (77.160000 28.540000, 77.207645 28.607680, 77.290000 28.670000)"
10861,20861,NR,Mock Bawana - Mundka 220 kV S/C Line 0861,220 kV,350,225.5,15.01,1,ACSR Zebra,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2022,RTM,MOCK-NIP-00861,Yes,2022,1.0,Mock North Delhi Transmission Co.,36.0,2.0,24.0,"Mock coordinates: Bawana (28.80000N, 77.05000E) to Mundka (28.68000N, 76.98000E)",220 kV (Commissioned),10861,Synthetic geometry constrained to approximate Delhi NCT study area,15.01,15.01,"LINESTRING (77.050000 28.800000, 77.021064 28.742387, 76.980000 28.680000)"
10862,20862,NR,Mock Vasant Kunj - Wazirabad 220 kV S/C Line 0862,220 kV,350,0.0,19.004,1,ACSR Zebra,Twin,Intra-State,Mock North Delhi Transmission Co.,Under Bidding,January 2028,TBCB,MOCK-NIP-00862,Yes,January 2028,1.0,Mock North Delhi Transmission Co.,24.0,4.0,18.0,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Wazirabad (28.71000N, 77.18000E)",220 kV (Under Bidding),10862,Synthetic geometry constrained to approximate Delhi NCT study area,19.004,19.004,"LINESTRING (77.160000 28.540000, 77.169879 28.627405, 77.180000 28.710000)"
10863,20863,NR,Mock Narela - Rohini 220 kV S/C Line 0863,220 kV,250,158.6,12.618,1,ACSR Zebra,Twin,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2019,TBCB,MOCK-NIP-00863,No,2019,,,,,,"Mock coordinates: Narela (28.85000N, 77.09000E) to Rohini (28.74000N, 77.11000E)",220 kV (Commissioned),10863,Synthetic geometry constrained to approximate Delhi NCT study area,12.618,12.618,"LINESTRING (77.090000 28.850000, 77.090726 28.835431, 77.086676 28.802482, 77.100823 28.766740, 77.110000 28.740000)"
10864,20864,NR,Mock Narela - Mundka 220 kV S/C Line 0864,220 kV,300,134.4,22.017,1,AAAC,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2025,TBCB,MOCK-NIP-00864,Yes,2025,1.0,Mock North Delhi Transmission Co.,24.0,2.0,18.0,"Mock coordinates: Narela (28.85000N, 77.09000E) to Mundka (28.68000N, 76.98000E)",220 kV (Commissioned),10864,Synthetic geometry constrained to approximate Delhi NCT study area,22.017,22.017,"LINESTRING (77.090000 28.850000, 77.019375 28.773110, 76.980000 28.680000)"
10865,20865,NR,Mock Rohini - Mayur Vihar 220 kV S/C Line 0865,220 kV,400,0.0,23.507,1,ACSR Zebra,Twin,Intra-State,Mock South Delhi Transmission Co.,Planned,March 2027,RTM,MOCK-NIP-00865,No,March 2027,,,,,,"Mock coordinates: Rohini (28.74000N, 77.11000E) to Mayur Vihar (28.61000N, 77.30000E)",220 kV (Planned),10865,Synthetic geometry constrained to approximate Delhi NCT study area,23.507,23.507,"LINESTRING (77.110000 28.740000, 77.193350 28.684198, 77.300000 28.610000)"
10866,20866,NR,Mock Lodhi Road - Mahipalpur 220 kV D/C Line 0866,220 kV,650,0.0,10.19,2,ACSR Zebra,Single,Intra-State,Mock North Delhi Transmission Co.,Under Bidding,March 2026,RTM,MOCK-NIP-00866,No,March 2026,,,,,,"Mock coordinates: Lodhi Road (28.59000N, 77.22000E) to Mahipalpur (28.55000N, 77.13000E)",220 kV (Under Bidding),10866,Synthetic geometry constrained to approximate Delhi NCT study area,10.19,10.19,"LINESTRING (77.220000 28.590000, 77.174233 28.582741, 77.130000 28.550000)"
10867,20867,NR,Mock Punjabi Bagh - Mayur Vihar 220 kV D/C Line 0867,220 kV,550,293.7,18.114,2,ACSR Zebra,Twin,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2021,TBCB,MOCK-NIP-00867,Yes,2021,2.0,Mock South Delhi Transmission Co.,12.0,6.0,12.0,"Mock coordinates: Punjabi Bagh (28.67000N, 77.13000E) to Mayur Vihar (28.61000N, 77.30000E)",220 kV (Commissioned),10867,Synthetic geometry constrained to approximate Delhi NCT study area,18.114,18.114,"LINESTRING (77.130000 28.670000, 77.169112 28.658822, 77.224845 28.647432, 77.275580 28.628056, 77.300000 28.610000)"
10868,20868,NR,Mock Badarpur - Ridge 220 kV S/C Line 0868,220 kV,450,0.0,23.791,1,ACSR Zebra,Single,Intra-State,Mock North Delhi Transmission Co.,Under Construction,January 2029,TBCB,MOCK-NIP-00868,No,January 2029,,,,,,"Mock coordinates: Badarpur (28.50000N, 77.30000E) to Ridge (28.68000N, 77.17000E)",220 kV (Under Construction),10868,Synthetic geometry constrained to approximate Delhi NCT study area,23.791,23.791,"LINESTRING (77.300000 28.500000, 77.273000 28.533684, 77.229194 28.597492, 77.186327 28.646274, 77.170000 28.680000)"
10869,20869,NR,Mock Okhla - Mahipalpur 220 kV D/C Line 0869,220 kV,750,0.0,15.14,2,ACSR Zebra,Single,Intra-State,Mock Delhi Transmission Utility,Under Bidding,June 2029,TBCB,MOCK-NIP-00869,Yes,June 2029,2.0,Mock Delhi Transmission Utility,12.0,8.0,18.0,"Mock coordinates: Okhla (28.53000N, 77.28000E) to Mahipalpur (28.55000N, 77.13000E)",220 kV (Under Bidding),10869,Synthetic geometry constrained to approximate Delhi NCT study area,15.14,15.14,"LINESTRING (77.280000 28.530000, 77.255686 28.531542, 77.198234 28.549665, 77.151484 28.555452, 77.130000 28.550000)"
10870,20870,NR,Mock Vasant Kunj - Lodhi Road 400 kV S/C Line 0870,400 kV,750,0.0,9.315,1,ACSR Zebra,Quad,ISTS,Mock Delhi Transmission Utility,Planned,January 2027,TBCB,MOCK-NIP-00870,Yes,January 2027,1.0,Mock Delhi Transmission Utility,18.0,2.0,12.0,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Lodhi Road (28.59000N, 77.22000E)",400 kV (Planned),10870,Synthetic geometry constrained to approximate Delhi NCT study area,9.315,9.315,"LINESTRING (77.160000 28.540000, 77.172818 28.579438, 77.220000 28.590000)"
10871,20871,NR,Mock Bawana - Najafgarh 400 kV S/C Line 0871,400 kV,900,0.0,22.275,1,ACSR Moose,Quad,ISTS,Mock Inter-State Grid Delhi,Under Bidding,September 2027,TBCB,MOCK-NIP-00871,Yes,September 2027,1.0,Mock Inter-State Grid Delhi,24.0,6.0,24.0,"Mock coordinates: Bawana (28.80000N, 77.05000E) to Najafgarh (28.61000N, 76.98000E)",400 kV (Under Bidding),10871,Synthetic geometry constrained to approximate Delhi NCT study area,22.275,22.275,"LINESTRING (77.050000 28.800000, 77.008214 28.712819, 76.980000 28.610000)"
